"Origin","OriginTerm","CoreTerm"
"icd10cm:M05712:official","rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement","left shoulder organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0572:official","rheumatoid arthritis with rheumatoid factor of elbow without organ or systems involvement","elbow organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05721:official","rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement","right elbow organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05722:official","rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement","left elbow organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0573:official","rheumatoid arthritis with rheumatoid factor of wrist without organ or systems involvement","wrist organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05731:official","rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement","right wrist organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05732:official","rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement","left wrist organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0574:official","rheumatoid arthritis with rheumatoid factor of hand without organ or systems involvement","hand organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05741:official","rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement","right hand organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05742:official","rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement","left hand organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0575:official","rheumatoid arthritis with rheumatoid factor of hip without organ or systems involvement","hip organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05751:official","rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement","right hip organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05752:official","rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement","left hip organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0576:official","rheumatoid arthritis with rheumatoid factor of knee without organ or systems involvement","knee organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05761:official","rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement","right knee organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05762:official","rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement","left knee organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0577:official","rheumatoid arthritis with rheumatoid factor of ankle and foot without organ or systems involvement","ankle foot organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05771:official","rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement","right ankle foot organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M05772:official","rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement","left ankle foot organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0579:official","rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement","multiple sites organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M057A:official","rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement","specified site organ systems involvement rheumatoid arthritis rheumatoid factor"
"icd10cm:M0580:official","other rheumatoid arthritis with rheumatoid factor of unspecified site","site rheumatoid arthritis rheumatoid factor"
"icd10cm:M0581:official","other rheumatoid arthritis with rheumatoid factor of shoulder","shoulder rheumatoid arthritis rheumatoid factor"
"icd10cm:M05811:official","other rheumatoid arthritis with rheumatoid factor of right shoulder","right shoulder rheumatoid arthritis rheumatoid factor"
"icd10cm:M05812:official","other rheumatoid arthritis with rheumatoid factor of left shoulder","left shoulder rheumatoid arthritis rheumatoid factor"
"icd10cm:M0582:official","other rheumatoid arthritis with rheumatoid factor of elbow","elbow rheumatoid arthritis rheumatoid factor"
"icd10cm:M05821:official","other rheumatoid arthritis with rheumatoid factor of right elbow","right elbow rheumatoid arthritis rheumatoid factor"
"icd10cm:M05822:official","other rheumatoid arthritis with rheumatoid factor of left elbow","left elbow rheumatoid arthritis rheumatoid factor"
"icd10cm:M0583:official","other rheumatoid arthritis with rheumatoid factor of wrist","wrist rheumatoid arthritis rheumatoid factor"
"icd10cm:M05831:official","other rheumatoid arthritis with rheumatoid factor of right wrist","right wrist rheumatoid arthritis rheumatoid factor"
"icd10cm:M05832:official","other rheumatoid arthritis with rheumatoid factor of left wrist","left wrist rheumatoid arthritis rheumatoid factor"
"icd10cm:M0584:official","other rheumatoid arthritis with rheumatoid factor of hand","hand rheumatoid arthritis rheumatoid factor"
"icd10cm:M05841:official","other rheumatoid arthritis with rheumatoid factor of right hand","right hand rheumatoid arthritis rheumatoid factor"
"icd10cm:M05842:official","other rheumatoid arthritis with rheumatoid factor of left hand","left hand rheumatoid arthritis rheumatoid factor"
"icd10cm:M0585:official","other rheumatoid arthritis with rheumatoid factor of hip","hip rheumatoid arthritis rheumatoid factor"
"icd10cm:M05851:official","other rheumatoid arthritis with rheumatoid factor of right hip","right hip rheumatoid arthritis rheumatoid factor"
"icd10cm:M05852:official","other rheumatoid arthritis with rheumatoid factor of left hip","left hip rheumatoid arthritis rheumatoid factor"
"icd10cm:M0586:official","other rheumatoid arthritis with rheumatoid factor of knee","knee rheumatoid arthritis rheumatoid factor"
"icd10cm:M05861:official","other rheumatoid arthritis with rheumatoid factor of right knee","right knee rheumatoid arthritis rheumatoid factor"
"icd10cm:M05862:official","other rheumatoid arthritis with rheumatoid factor of left knee","left knee rheumatoid arthritis rheumatoid factor"
"icd10cm:M0587:official","other rheumatoid arthritis with rheumatoid factor of ankle and foot","ankle foot rheumatoid arthritis rheumatoid factor"
"icd10cm:M05871:official","other rheumatoid arthritis with rheumatoid factor of right ankle and foot","right ankle foot rheumatoid arthritis rheumatoid factor"
"icd10cm:M05872:official","other rheumatoid arthritis with rheumatoid factor of left ankle and foot","left ankle foot rheumatoid arthritis rheumatoid factor"
"icd10cm:M0589:official","other rheumatoid arthritis with rheumatoid factor of multiple sites","multiple sites rheumatoid arthritis rheumatoid factor"
"icd10cm:M058A:official","other rheumatoid arthritis with rheumatoid factor of other specified site","specified site rheumatoid arthritis rheumatoid factor"
"icd10cm:M05A:official","abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis","anti citrullinated antibody"
"icd10cm:M061:official","adult-onset still's disease","adult onset still's disease"
"icd10cm:M0620:official","rheumatoid bursitis, unspecified site","rheumatoid bursitis"
"icd10cm:M0630:official","rheumatoid nodule, unspecified site","rheumatoid nodule"
"icd10cm:M068:official","other specified rheumatoid arthritis","specified rheumatoid arthritis"
"icd10cm:M0760:official","enteropathic arthropathies, unspecified site","enteropathic arthropathies"
"icd10cm:M080:official","unspecified juvenile rheumatoid arthritis","juvenile rheumatoid arthritis"
"icd10cm:M0800:official","unspecified juvenile rheumatoid arthritis of unspecified site","site juvenile rheumatoid arthritis"
"icd10cm:M0802:official","unspecified juvenile rheumatoid arthritis of elbow","elbow juvenile rheumatoid arthritis"
"icd10cm:M083:official","juvenile rheumatoid polyarthritis (seronegative)","juvenile rheumatoid polyarthritis seronegative"
"icd10cm:M0840:official","pauciarticular juvenile rheumatoid arthritis, unspecified site","pauciarticular juvenile rheumatoid arthritis"
"icd10cm:M088:official","other juvenile arthritis","juvenile arthritis"
"icd10cm:M1A00:official","idiopathic chronic gout, unspecified site","idiopathic chronic gout"
"icd10cm:M1A1:official","lead-induced chronic gout","lead induced chronic gout"
"icd10cm:M1A2:official","drug-induced chronic gout","drug induced chronic gout"
"icd10cm:M1A3:official","chronic gout due to renal impairment","chronic gout"
"icd10cm:M1000:official","idiopathic gout, unspecified site","idiopathic gout"
"icd10cm:M101:official","lead-induced gout","lead induced gout"
"icd10cm:M102:official","drug-induced gout","drug induced gout"
"icd10cm:M103:official","gout due to renal impairment","gout"
"icd10cm:M11:official","other crystal arthropathies","crystal arthropathies"
"icd10cm:M1100:official","hydroxyapatite deposition disease, unspecified site","hydroxyapatite deposition disease"
"icd10cm:M1110:official","familial chondrocalcinosis, unspecified site","familial chondrocalcinosis"
"icd10cm:M112:official","other chondrocalcinosis","chondrocalcinosis"
"icd10cm:M118:official","other specified crystal arthropathies","specified crystal arthropathies"
"icd10cm:M119:official","crystal arthropathy, unspecified","crystal arthropathy"
"icd10cm:M12:official","other and unspecified arthropathy","arthropathy"
"icd10cm:M120:official","chronic postrheumatic arthropathy [jaccoud]","chronic postrheumatic arthropathy jaccoud"
"icd10cm:M121:official","kaschin-beck disease","kaschin beck disease"
"icd10cm:M122:official","villonodular synovitis (pigmented)","villonodular synovitis pigmented"
"icd10cm:M1230:official","palindromic rheumatism, unspecified site","palindromic rheumatism"
"icd10cm:M1240:official","intermittent hydrarthrosis, unspecified site","intermittent hydrarthrosis"
"icd10cm:M1250:official","traumatic arthropathy, unspecified site","traumatic arthropathy"
"icd10cm:M128:official","other specific arthropathies, not elsewhere classified","specific arthropathies"
"icd10cm:M131:official","monoarthritis, not elsewhere classified","monoarthritis"
"icd10cm:M138:official","other specified arthritis","specified arthritis"
"icd10cm:M14:official","arthropathies in other diseases classified elsewhere","arthropathies diseases elsewhere"
"icd10cm:M1460:official","charcot's joint, unspecified site","charcot's joint"
"icd10cm:M150:official","primary generalized (osteo)arthritis","primary generalized osteo arthritis"
"icd10cm:M151:official","heberden's nodes (with arthropathy)","heberden's nodes"
"icd10cm:M152:official","bouchard's nodes (with arthropathy)","bouchard's nodes"
"icd10cm:M153:official","secondary multiple arthritis","multiple arthritis"
"icd10cm:M154:official","erosive (osteo)arthritis","erosive osteo arthritis"
